x_name,x_type,y_name,y_type,relation
activated charcoal,drug,sodium cyanide exposure,disease,treated_by
activated charcoal,drug,beta blocker poisoning,disease,treated_by
chloroprocaine,drug,pain,disease,treated_by
trihexyphenidyl,drug,parkinson's disease,disease,treated_by
trihexyphenidyl,drug,lingual-facial-buccal dyskinesia,disease,treated_by
muscarinic antagonist,drug,cholinergic crisis,disease,treated_by
digitoxin,drug,supraventricular tachycardia,disease,treated_by
digitoxin,drug,congestive heart failure,disease,treated_by
hydrochlorothiazide,drug,arterial hypertension,disease,treated_by
hydrochlorothiazide,drug,anasarka,disease,treated_by
hydrochlorothiazide,drug,nephrotic syndrome,disease,treated_by
hydrochlorothiazide,drug,nephrogenic diabetes insipidus,disease,treated_by
hydrochlorothiazide,drug,congestive heart failure,disease,treated_by
sodium benzoate,drug,headache,disease,treated_by
stavudine,drug,hiv/aids,disease,treated_by
stavudine,drug,hiv infection,disease,treated_by
diethylstilbestrol,drug,carcinoma,disease,treated_by
diethylstilbestrol,drug,breast cancer,disease,treated_by
diethylstilbestrol,drug,prostate cancer,disease,treated_by
diethylstilbestrol,drug,spindle cell carcinoma,disease,treated_by
vancomycin,drug,pneumonia,disease,treated_by
vancomycin,drug,staphylococcal infection,disease,treated_by
vancomycin,drug,listeriosis,disease,treated_by
vancomycin,drug,scarlet fever,disease,treated_by
vancomycin,drug,antibiotic-associated diarrhea,disease,treated_by
vancomycin,drug,pseudomembranous colitis,disease,treated_by
vancomycin,drug,bacterial infectious disease,disease,treated_by
vancomycin,drug,cellulitis,disease,treated_by
vancomycin,drug,septic arthritis,disease,treated_by
vancomycin,drug,neutropenia,disease,treated_by
vancomycin,drug,infective endocarditis,disease,treated_by
vancomycin,drug,ehrlichiosis,disease,treated_by
vancomycin,drug,postoperative complications,disease,treated_by
roxithromycin,drug,erysipelas,disease,treated_by
loratadine,drug,allergy,disease,treated_by
loratadine,drug,sinusitis,disease,treated_by
loratadine,drug,urticaria,disease,treated_by
loratadine,drug,seasonal allergic rhinitis,disease,treated_by
loratadine,drug,nasopharyngitis,disease,treated_by
loratadine,drug,paranasal sinus disease,disease,treated_by
praziquantel,drug,coenurosis,disease,treated_by
praziquantel,drug,cysticercosis,disease,treated_by
praziquantel,drug,sparganosis,disease,treated_by
praziquantel,drug,opisthorchiasis,disease,treated_by
praziquantel,drug,clonorchiasis,disease,treated_by
praziquantel,drug,dicrocoeliasis,disease,treated_by
praziquantel,drug,diphyllobothriasis,disease,treated_by
praziquantel,drug,fasciolopsiasis,disease,treated_by
praziquantel,drug,paragonimiasis,disease,treated_by
praziquantel,drug,heterophyiasis,disease,treated_by
praziquantel,drug,nanophyetiasis,disease,treated_by
praziquantel,drug,taeniasis saginata,disease,treated_by
praziquantel,drug,fasciolosis,disease,treated_by
praziquantel,drug,metagonimiasis,disease,treated_by
praziquantel,drug,hymenolepiasis,disease,treated_by
praziquantel,drug,mass deworming,disease,treated_by
tadalafil,drug,erectile dysfunction,disease,treated_by
tadalafil,drug,prostatic hypertrophy,disease,treated_by
tadalafil,drug,pulmonary hypertension,disease,treated_by
tadalafil,drug,sexual dysfunction,disease,treated_by
tadalafil,drug,chronic pulmonary heart disease,disease,treated_by
vardenafil,drug,erectile dysfunction,disease,treated_by
orlistat,drug,obesity,disease,treated_by
minoxidil,drug,arterial hypertension,disease,treated_by
minoxidil,drug,hair loss,disease,treated_by
minoxidil,drug,malignant hypertension,disease,treated_by
minoxidil,drug,alopecia,disease,treated_by
finasteride,drug,prostate cancer,disease,treated_by
finasteride,drug,hair loss,disease,treated_by
finasteride,drug,prostatic hypertrophy,disease,treated_by
finasteride,drug,prostate disease,disease,treated_by
levofloxacin,drug,staphylococcal infection,disease,treated_by
levofloxacin,drug,typhoid fever,disease,treated_by
levofloxacin,drug,chlamydia infection,disease,treated_by
levofloxacin,drug,legionnaires' disease,disease,treated_by
levofloxacin,drug,sinusitis,disease,treated_by
levofloxacin,drug,urinary tract infection,disease,treated_by
levofloxacin,drug,pyelonephritis,disease,treated_by
levofloxacin,drug,cholesteatoma,disease,treated_by
levofloxacin,drug,campylobacteriosis,disease,treated_by
levofloxacin,drug,acute bronchitis,disease,treated_by
levofloxacin,drug,upper respiratory tract infection,disease,treated_by
levofloxacin,drug,bacterial pneumonia,disease,treated_by
levofloxacin,drug,escherichia coli infectious disease,disease,treated_by
levofloxacin,drug,pseudomonas infection,disease,treated_by
levofloxacin,drug,pulmonary tuberculosis,disease,treated_by
levofloxacin,drug,maxillary sinusitis,disease,treated_by
levofloxacin,drug,gram-negative bacterial infection,disease,treated_by
tolterodine,drug,urinary incontinence,disease,treated_by
tolterodine,drug,bladder disease,disease,treated_by
tiotropium,drug,pneumonia,disease,treated_by
tiotropium,drug,bronchiectasis,disease,treated_by
tiotropium,drug,pulmonary hypertension,disease,treated_by
tiotropium,drug,respiratory disease,disease,treated_by
tiotropium,drug,lung disease,disease,treated_by
bacitracin a,drug,staphylococcal infection,disease,treated_by
bacitracin a,drug,pseudomembranous colitis,disease,treated_by
bacitracin a,drug,bacterial infectious disease,disease,treated_by
bacitracin a,drug,skin disease,disease,treated_by
salmeterol,drug,asthma,disease,treated_by
salmeterol,drug,obstructive lung disease,disease,treated_by
terbutaline,drug,asthma,disease,treated_by
terbutaline,drug,obstructive lung disease,disease,treated_by
paraldehyde,drug,visual epilepsy,disease,treated_by
paraldehyde,drug,subacute delirium,disease,treated_by
antivenom,drug,snake venom,disease,treated_by
sulfapyridine,drug,bullous pemphigoid,disease,treated_by
sulfapyridine,drug,dermatitis herpetiformis,disease,treated_by
sulfapyridine,drug,pyoderma gangrenosum,disease,treated_by
sulfapyridine,drug,subcorneal pustular dermatosis,disease,treated_by
sulfapyridine,drug,vesiculobullous skin disease,disease,treated_by
tazarotene,drug,acne,disease,treated_by
tazarotene,drug,psoriasis,disease,treated_by
tazarotene,drug,acropustulosis,disease,treated_by
testolactone,drug,breast cancer,disease,treated_by
tolmetin,drug,osteoarthritis,disease,treated_by
tolmetin,drug,rheumatoid arthritis,disease,treated_by
tolmetin,drug,juvenile rheumatoid arthritis,disease,treated_by
(z)-toremifene,drug,breast cancer,disease,treated_by
tosufloxacin,drug,pneumonia,disease,treated_by
tosufloxacin,drug,cystitis,disease,treated_by
tosufloxacin,drug,prostatitis,disease,treated_by
tosufloxacin,drug,intestinal infectious disease,disease,treated_by
urofollitropin,drug,polycystic ovary syndrome,disease,treated_by
urofollitropin,drug,ovarian disease,disease,treated_by
enisamium iodide,drug,covid-19,disease,treated_by
aurothioglucose,drug,rheumatoid arthritis,disease,treated_by
aurothioglucose,drug,psoriatic arthritis,disease,treated_by
aurothioglucose,drug,juvenile rheumatoid arthritis,disease,treated_by
aurothioglucose,drug,pemphigus,disease,treated_by
beta-adrenergic agonist,drug,chloropicrin exposure,disease,treated_by
botulinum toxin type a,drug,migraine,disease,treated_by
botulinum toxin type a,drug,cerebral palsy,disease,treated_by
botulinum toxin type a,drug,hemiplegia,disease,treated_by
botulinum toxin type a,drug,blepharospasm,disease,treated_by
botulinum toxin type a,drug,dystonia,disease,treated_by
botulinum toxin type a,drug,skin disease,disease,treated_by
botulinum toxin type a,drug,focal dystonia,disease,treated_by
botulinum toxin type a,drug,neurogenic bladder,disease,treated_by
botulinum toxin type a,drug,migraine without aura,disease,treated_by
botulinum toxin type a,drug,congenital torticollis,disease,treated_by
botulinum toxin type a,drug,mechanical strabismus,disease,treated_by
botulinum toxin type a,drug,facial spasm,disease,treated_by
knowledge in islam,drug,khusran,disease,treated_by
panadol indonesia,drug,substance abuse,disease,treated_by
gidazepam,drug,tetanus,disease,treated_by
iloperidone,drug,schizophrenia,disease,treated_by
camphor,drug,adamsite exposure,disease,treated_by
clobetasol,drug,inflammation,disease,treated_by
clobetasol,drug,dermatitis,disease,treated_by
clobetasol,drug,facial dermatosis,disease,treated_by
clobetasol,drug,scalp dermatosis,disease,treated_by
clobetasol,drug,leg dermatosis,disease,treated_by
clobetasol,drug,hand dermatosis,disease,treated_by
gallium nitrate,drug,hypercalcemia,disease,treated_by
nalmefene,drug,opiate dependence,disease,treated_by
pipofezine,drug,depression,disease,treated_by
prednicarbate,drug,inflammation,disease,treated_by
prednicarbate,drug,facial dermatosis,disease,treated_by
prednicarbate,drug,scalp dermatosis,disease,treated_by
prednicarbate,drug,leg dermatosis,disease,treated_by
prednicarbate,drug,hand dermatosis,disease,treated_by
troxipide,drug,gastric ulcer,disease,treated_by
troxipide,drug,chronic gastritis,disease,treated_by
secnidazole,drug,trichomoniasis,disease,treated_by
fesoterodine,drug,bladder disease,disease,treated_by
fluid replacement,drug,canine influenza,disease,treated_by
ethotoin,drug,epilepsy,disease,treated_by
ethotoin,drug,visual epilepsy,disease,treated_by
metisazone,drug,smallpox,disease,treated_by
metisazone,drug,mpox,disease,treated_by
mycophenolate mofetil,drug,myasthenia gravis,disease,treated_by
mycophenolate mofetil,drug,nephrotic syndrome,disease,treated_by
mycophenolate mofetil,drug,autoimmune hepatitis,disease,treated_by
mycophenolate mofetil,drug,polymyositis,disease,treated_by
mycophenolate mofetil,drug,bullous pemphigoid,disease,treated_by
mycophenolate mofetil,drug,iga glomerulonephritis,disease,treated_by
mycophenolate mofetil,drug,interstitial lung disease,disease,treated_by
mycophenolate mofetil,drug,graft-versus-host disease,disease,treated_by
mycophenolate mofetil,drug,lipoid nephrosis,disease,treated_by
mycophenolate mofetil,drug,focal segmental glomerulosclerosis,disease,treated_by
mycophenolate mofetil,drug,lupus nephritis,disease,treated_by
mycophenolate mofetil,drug,membranous glomerulonephritis,disease,treated_by
mycophenolate mofetil,drug,acropustulosis,disease,treated_by
ta'wil,drug,khusran,disease,treated_by
acefylline,drug,asthma,disease,treated_by
acefylline,drug,bronchitis,disease,treated_by
acefylline,drug,pulmonary emphysema,disease,treated_by
acefylline,drug,bronchospasm,disease,treated_by
acetohexamide,drug,maturity-onset diabetes of the young type 2,disease,treated_by
acetophenazine,drug,schizophrenia,disease,treated_by
acetophenazine,drug,schizophreniform disorder,disease,treated_by
afatinib,drug,non-small-cell lung carcinoma,disease,treated_by
aflibercept,drug,diabetic retinopathy,disease,treated_by
aflibercept,drug,corneal neovascularization,disease,treated_by
aflibercept,drug,macular retinal edema,disease,treated_by
aflibercept,drug,rectum cancer,disease,treated_by
aflibercept,drug,kuhnt-junius degeneration,disease,treated_by
aflibercept,drug,retinal vein occlusion,disease,treated_by
aflibercept,drug,colon cancer,disease,treated_by
albiglutide,drug,type-1 diabetes,disease,treated_by
albiglutide,drug,glucose intolerance,disease,treated_by
alclometasone,drug,inflammation,disease,treated_by
alclometasone,drug,dermatitis,disease,treated_by
alclometasone,drug,facial dermatosis,disease,treated_by
alclometasone,drug,scalp dermatosis,disease,treated_by
sodium ascorbate,drug,anemia,disease,treated_by
sodium ascorbate,drug,common cold,disease,treated_by
sodium ascorbate,drug,scurvy,disease,treated_by
sodium ascorbate,drug,methemoglobinemia,disease,treated_by
sodium ascorbate,drug,penetrating trauma,disease,treated_by
sodium ascorbate,drug,tyrosinemia type iii,disease,treated_by
(rs)-eflornithine,drug,african trypanosomiasis,disease,treated_by
(rs)-eflornithine,drug,hypertrichosis,disease,treated_by
dutasteride,drug,hair loss,disease,treated_by
dutasteride,drug,prostatic hypertrophy,disease,treated_by
dutasteride,drug,prostate disease,disease,treated_by
(rs)-rosiglitazone,drug,maturity-onset diabetes of the young type 2,disease,treated_by
moxifloxacin,drug,pneumonia,disease,treated_by
moxifloxacin,drug,staphylococcal infection,disease,treated_by
moxifloxacin,drug,gonorrhea,disease,treated_by
moxifloxacin,drug,legionnaires' disease,disease,treated_by
moxifloxacin,drug,ornithosis,disease,treated_by
moxifloxacin,drug,conjunctivitis,disease,treated_by
moxifloxacin,drug,sinusitis,disease,treated_by
moxifloxacin,drug,urinary tract infection,disease,treated_by
moxifloxacin,drug,cystitis,disease,treated_by
moxifloxacin,drug,pyelonephritis,disease,treated_by
moxifloxacin,drug,paratyphoid fever,disease,treated_by
moxifloxacin,drug,acute bronchitis,disease,treated_by
moxifloxacin,drug,upper respiratory tract infection,disease,treated_by
moxifloxacin,drug,bacterial pneumonia,disease,treated_by
moxifloxacin,drug,escherichia coli infectious disease,disease,treated_by
moxifloxacin,drug,pseudomonas infection,disease,treated_by
moxifloxacin,drug,bacteroides infectious disease,disease,treated_by
moxifloxacin,drug,gram-negative bacterial infection,disease,treated_by
nadolol,drug,myocardial infarction,disease,treated_by
nadolol,drug,arterial hypertension,disease,treated_by
nadolol,drug,angina pectoris,disease,treated_by
nadolol,drug,long qt syndrome,disease,treated_by
nadolol,drug,congestive heart failure,disease,treated_by
prednisone,drug,ulcerative colitis,disease,treated_by
prednisone,drug,myasthenia gravis,disease,treated_by
prednisone,drug,cancer,disease,treated_by
prednisone,drug,allergy,disease,treated_by
prednisone,drug,enthesopathy,disease,treated_by
prednisone,drug,inflammation,disease,treated_by
prednisone,drug,arthritis,disease,treated_by
prednisone,drug,nephrotic syndrome,disease,treated_by
prednisone,drug,giant cell arteritis,disease,treated_by
prednisone,drug,skin disease,disease,treated_by
prednisone,drug,bullous pemphigoid,disease,treated_by
prednisone,drug,chronic lymphocytic leukemia,disease,treated_by
prednisone,drug,non-hodgkin lymphoma,disease,treated_by
prednisone,drug,interstitial lung disease,disease,treated_by
prednisone,drug,graft-versus-host disease,disease,treated_by
prednisone,drug,focal segmental glomerulosclerosis,disease,treated_by
prednisone,drug,collagen disease,disease,treated_by
prednisone,drug,hypercalcemia,disease,treated_by
prednisone,drug,lupus nephritis,disease,treated_by
prednisone,drug,polymyalgia rheumatica,disease,treated_by
prednisone,drug,hematopoietic system disease,disease,treated_by
prednisone,drug,diffuse large b-cell lymphoma,disease,treated_by
prednisone,drug,eye disease,disease,treated_by
prednisone,drug,b-cell lymphoma,disease,treated_by
prednisone,drug,functional gastrointestinal disorder,disease,treated_by
prednisone,drug,hypersensitivity,disease,treated_by
prednisone,drug,autoimmune disease,disease,treated_by
prednisone,drug,pulmonary sarcoidosis,disease,treated_by
thiabendazole,drug,dracunculiasis,disease,treated_by
thiabendazole,drug,trichinosis,disease,treated_by
thiabendazole,drug,parasitic helminthiasis infectious disease,disease,treated_by
thiabendazole,drug,strongyloidiasis,disease,treated_by
thiabendazole,drug,syngamosis,disease,treated_by
thiamphenicol,drug,bacterial infectious disease,disease,treated_by
glimepiride,drug,maturity-onset diabetes of the young type 2,disease,treated_by
temozolomide,drug,subependymal giant cell astrocytoma,disease,treated_by
